code,affiliation_code,set_code,name,subtitle,type_code,points,BoFpoints,cost,health,side1,side2,side3,side4,side5,side6,faction_code,text,deck_limit,flavor,has_die,has_errata,illustrator,is_unique,position,rarity_code,ttscardid,subtype1,subtype2,subtype3,reprint_of
01095,villain,AW,Fight Dirty,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,Remove any number of your Yellow dice. Then deal damage to a character equal to the number of dice you just removed.,2,NA,FALSE,FALSE,Jeff Lee Johnson,FALSE,95,U,1424,NA,NA,NA,NA
01096,villain,AW,Go for the Kill,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,"Resolve one of your dice showing ranged damage ([ranged]), treating this damage as unblockable.",2,NA,FALSE,FALSE,David Nash,FALSE,96,C,1425,NA,NA,NA,NA
01097,villain,AW,He Doesn't Like You,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,Remove one of your dice to remove an opponent's die.,2,"""I don't like you, either.""",FALSE,FALSE,Rafal Hrynkiewicz,FALSE,97,C,1426,NA,NA,NA,NA
01098,villain,AW,Lying in Wait,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,Force an opponent to choose and discard cards from their hand down to the number of cards you have in your hand.,2,NA,FALSE,FALSE,RJ Palmer,FALSE,98,C,1427,NA,NA,NA,NA
01099,villain,AW,Backup Muscle,NA,support,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"When you play this support, place 3 damage on it.
<b>Action</b> - Exhaust this support to move 1 damage from it to a character <em>(this ignores shields)</em>.",2,NA,FALSE,FALSE,Ekaterina Burmak,FALSE,99,C,1428,NA,NA,NA,NA
01100,villain,AW,My Kind of Scum,NA,support,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"After you resolve a die showing disrupt ([disrupt]), you may exhaust this support to gain resources equal to the number of resources your opponent just lost.",2,NA,FALSE,FALSE,Matt Bradbury,FALSE,100,C,1429,NA,NA,NA,NA
01101,villain,AW,Underworld Connections,NA,support,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,yellow,<b>Action</b> - Exhaust this support to gain 1 resource.,2,NA,FALSE,FALSE,Alexandre Dainche,FALSE,101,U,1430,NA,NA,NA,NA
01102,villain,AW,Prized Possession,NA,upgrade,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,yellow,"After you play this upgrade, you may remove an opponent's character die and place it here. It is not rolled by any character and does not return to its character unless this upgrade leaves play.",2,NA,FALSE,FALSE,Matt Bradbury,TRUE,102,U,1431,NA,NA,NA,NA
01103,hero,AW,Commando Raid,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,"Resolve one of your Red dice showing discard ([discard]), increasing its value by 2. Then draw a card.",2,NA,FALSE,FALSE,Matt Bradbury,FALSE,103,U,1432,NA,NA,NA,NA
01104,hero,AW,Defensive Position,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,"Play only if you control the battlefield.
Remove all of an opponent's dice showing a value of 2 or higher.",2,NA,FALSE,FALSE,Sidharth Chaturvedi,FALSE,104,C,1433,NA,NA,NA,NA
01105,hero,AW,Field Medic,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,Remove 2 damage from a character.,2,NA,FALSE,FALSE,Alexandre Dainche,FALSE,105,C,1434,NA,NA,NA,NA
01106,hero,AW,Hit and Run,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,"Ambush.
Activate one of your Red characters.",2,NA,FALSE,FALSE,Raven Mimura,FALSE,106,C,1435,NA,NA,NA,NA
01107,hero,AW,It's a Trap!,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,Choose a symbol showing on an opponent's die. Then turn up to 2 of your Red dice to sides showing that symbol.,2,NA,FALSE,TRUE,NA,FALSE,107,U,1436,NA,NA,NA,NA
01108,hero,AW,Natural Talent,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,"Resolve one of your dice, increasing its value by 1.",2,NA,FALSE,FALSE,Kate Laird,FALSE,108,C,1437,NA,NA,NA,NA
01109,hero,AW,Rearm,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,"Play a Red upgrade from your discard pile, decreasing its cost by 1.",2,NA,FALSE,FALSE,Jacob Murray,FALSE,109,U,1438,NA,NA,NA,NA
01110,hero,AW,Retreat,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,red,Your opponent may take 1 action. Then end the action phase.,2,NA,FALSE,FALSE,Alex Konstad,FALSE,110,U,1439,NA,NA,NA,NA
01111,hero,AW,Strategic Planning,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,Ready a support that has no mods or exhaust a support.,2,NA,FALSE,TRUE,NA,FALSE,111,C,1440,NA,NA,NA,NA
01112,hero,AW,Surgical Strike,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,"Remove any number of your Red dice showing ranged damage ([ranged]), increasing each of their values by 1, to discard a support from play that costs equal to or less than the combined value of those dice.",2,NA,FALSE,FALSE,Ben Zweifel,FALSE,112,C,1441,NA,NA,NA,NA
01113,hero,AW,Resistance HQ,NA,support,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,red,<b>Action</b> - Exhaust this support and discard a card from your hand to give a character 1 shield. Then ready this support unless an opponent spends 1 resource.,2,NA,FALSE,FALSE,Amelie Hutt,TRUE,113,U,1442,NA,NA,NA,NA
01114,hero,AW,Anticipate,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,blue,Force an opponent to choose and resolve any number of their dice in the order of their choice. Then remove all of their dice they did not resolve.,2,NA,FALSE,FALSE,Tony Foti,FALSE,114,U,1443,NA,NA,NA,NA
01115,hero,AW,Defensive Stance,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,Give a character 2 shields.,2,NA,FALSE,FALSE,David Nash,FALSE,115,C,1444,NA,NA,NA,NA
01116,hero,AW,Force Misdirection,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,Choose a symbol showing on one of your Blue dice. Then remove all of an opponent's dice showing that symbol.,2,NA,FALSE,FALSE,Jarreau Wimberly,FALSE,116,C,1445,NA,NA,NA,NA
01117,hero,AW,Heroism,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,blue,Deal one of your unique characters damage equal to the value of an opponent's die showing damage ([ranged] or [melee]). Then remove that die.,2,NA,FALSE,FALSE,Jarreau Wimberly,FALSE,117,C,1446,NA,NA,NA,NA
01118,hero,AW,Noble Sacrifice,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,blue,Defeat one of your Blue characters to exhaust a character.,2,NA,FALSE,FALSE,Chris Metcalf,FALSE,118,C,1447,NA,NA,NA,NA
01119,hero,AW,Patience,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,Remove any number of your dice. Then discard cards from the top of an opponent's deck equal to the number of dice you just removed.,2,NA,FALSE,FALSE,Romana Kendelic,FALSE,119,C,1448,NA,NA,NA,NA
01120,hero,AW,Return of the Jedi,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,Add a blue event from your discard pile to your hand.,2,"""Pass on what you have learned."" <cite>Yoda</cite>",FALSE,FALSE,David Nash,FALSE,120,U,1449,NA,NA,NA,NA
01121,hero,AW,Riposte,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,blue,Remove any number of shields from one of your characters. Then deal damage to a character equal to the number of shields you just removed.,2,NA,FALSE,FALSE,Tiziano Baracchi,FALSE,121,C,1450,NA,NA,NA,NA
01122,hero,AW,Willpower,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,Move 1 damage from one of your exhausted characters to an opponent's exhausted character (this ignores shields).,2,NA,FALSE,FALSE,Jacob Murray,FALSE,122,U,1451,NA,NA,NA,NA
01123,hero,AW,Jedi Council,NA,support,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,blue,<b>Action</b> - Exhaust this support to look at the top 2 cards of a player's deck. Then you may discard one of those cards and have that player draw the other.,2,NA,FALSE,FALSE,David Auden Nash,TRUE,123,U,1452,NA,NA,NA,NA
01124,hero,AW,Awakening,NA,support,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,<b>Action</b> - Exhaust this support to resolve one of your dice showing a modified side <em>(a side with a +)</em> as if it was not modified <em>(did not have the +)</em>.,2,NA,FALSE,FALSE,Romana Kendelic,FALSE,124,S,1453,NA,NA,NA,NA
01125,hero,AW,The Force is Strong,NA,support,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,<b>Action</b> - Exhaust this support and discard a Blue card from your hand to play another copy of that card from your hand for free.,2,NA,FALSE,FALSE,NA,FALSE,125,C,1454,NA,NA,NA,NA
01126,hero,AW,Daring Escape,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,gray,"Ambush.
Reroll any number of an opponent's dice. Then remove all of their dice showing blanks ([blank]).",2,NA,FALSE,FALSE,Magali Villeneuve,FALSE,126,U,1455,NA,NA,NA,NA
01127,hero,AW,Don't Get Cocky,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,Each player draws 2 cards.,2,"""I got one! I got one!"" <cite>Luke Skywalker</cite>",FALSE,FALSE,David Auden Nash,FALSE,127,C,1456,NA,NA,NA,NA
01128,hero,AW,Draw Attention,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,Move up to 2 damage from one of your characters to another one of your characters (this ignores shields).,2,NA,FALSE,FALSE,Arden Beckwith,FALSE,128,C,1457,NA,NA,NA,NA
01129,hero,AW,Hyperspace Jump,NA,event,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,yellow,End the action phase. You may switch the battlefield with the battlefield that is not being used. Set aside this card instead of discarding it.,2,NA,FALSE,TRUE,Adam Burn,FALSE,129,U,1458,NA,NA,NA,NA
01130,hero,AW,Let The Wookiee Win,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,Force an opponent to choose to either deal one of their exhausted characters 2 damage or choose and remove 2 of their dice.,2,NA,FALSE,FALSE,Francisco Rico,FALSE,130,U,1459,NA,NA,NA,NA
01131,hero,AW,Negotiate,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,Remove one of your character dice to force an opponent to choose and remove 2 of their dice.,2,NA,FALSE,FALSE,Matt Bradbury,FALSE,131,C,1460,NA,NA,NA,NA
01132,hero,AW,Scavenge,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,Discard the top 3 cards of your deck. Then you may add an upgrade or support from your discard pile to your hand.,2,NA,FALSE,FALSE,Aldo Katayanagi,FALSE,132,C,1461,NA,NA,NA,NA
01133,hero,AW,Shoot First,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"Ambush.
Resolve one of your Yellow dice showing ranged damage ([ranged]). Then remove an opponent's die showing ranged damage ([ranged]).",2,NA,FALSE,FALSE,Javier Charro Martinez,FALSE,133,U,1462,NA,NA,NA,NA
01134,hero,AW,Smuggling,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,Spot a Yellow character and discard a card from your hand to gain 1 resource.,2,NA,FALSE,FALSE,Christopher Burdett,FALSE,134,C,1463,NA,NA,NA,NA
01135,hero,AW,Play the Odds,NA,support,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"<b>Action</b> - Exhaust this support to reroll one of your Yellow dice. If it rolls a resource ([resource]), gain 1 resource.",2,NA,FALSE,FALSE,NA,FALSE,135,U,1464,NA,NA,NA,NA
01136,hero,AW,Street Informants,NA,support,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,"Ambush.
<b>Action</b> - Exhaust this support to look at an opponent's hand.",2,NA,FALSE,FALSE,David Kegg,FALSE,136,C,1465,NA,NA,NA,NA
01137,hero,AW,Second Chance,NA,upgrade,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,yellow,"Yellow character only.
Before attached character would be defeated, instead heal 5 damage from it and discard this upgrade from play.",2,NA,FALSE,FALSE,Adam Lane,FALSE,137,U,1466,ability,NA,NA,NA
01138,neutral,AW,Award Ceremony,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,Spot a Red character to draw cards equal to the number of exhausted characters you have. Set that many cards from your hand aside.,2,NA,FALSE,TRUE,Cristi Balanescu,FALSE,138,C,1467,NA,NA,NA,NA
01139,neutral,AW,Dug in,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,"Play only if you control the battlefield.
Give 3 shields to your characters, distributed as you wish.",2,NA,FALSE,FALSE,Ignacio Bazan Lazcano,FALSE,139,U,1468,NA,NA,NA,NA
01140,neutral,AW,Firepower,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,"Resolve one of your Red dice showing ranged damage ([ranged]), increasing its value by 1, or by 2 instead if you are resolving a <i>vehicle</i> die.",2,NA,FALSE,FALSE,NA,FALSE,140,C,1469,NA,NA,NA,NA
01141,neutral,AW,Leadership,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,Exhaust one of your unique Red characters to ready another character.,2,NA,FALSE,FALSE,Cynthia Sheppard,FALSE,141,U,1900,NA,NA,NA,NA
01142,neutral,AW,Logistics,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,"Spot a red character to resolve a die with the resource symbol ([resource]), increasing its value by 1.",2,NA,FALSE,FALSE,David Kegg,FALSE,142,C,1901,NA,NA,NA,NA
01143,neutral,AW,Squad Tactics,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,Activate any number of your non-unique characters at once.,2,NA,FALSE,FALSE,NA,FALSE,143,C,1902,NA,NA,NA,NA
01144,neutral,AW,Supporting Fire,NA,support,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,red,"<b>Action</b> - Exhaust this support to resolve one of your dice showing ranged damage ([ranged]), increasing its value by 1.",2,NA,FALSE,FALSE,Thomas Wievegg,FALSE,144,U,1903,NA,NA,NA,NA
01145,neutral,AW,Deflect,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,"Spot a Blue character to remove a die showing ranged damage ([ranged]) and deal half of that damage, rounded up, to a character.",2,NA,FALSE,FALSE,Tiziano Baracchi,FALSE,145,C,1904,NA,NA,NA,NA
01146,neutral,AW,Disturbance in the Force,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,Reroll all dice.,2,"""I fear something terrible has happened, as if millions of voices suddenly cried out and were silenced."" <cite>Obi-Wan Kenobi</cite>",FALSE,FALSE,Allen Douglas,FALSE,146,C,1905,NA,NA,NA,NA
01147,neutral,AW,Mind Trick,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,blue,Spot a Blue character to force your opponent to split their dice pool into 2 groups of any size. Choose 1 group and remove all dice in it.,2,NA,FALSE,FALSE,David Auden Nash,FALSE,147,U,1906,NA,NA,NA,NA
01148,neutral,AW,The Power of the Force,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,"Resolve one of your dice, treating its value as equal to the number of Blue upgrades you have in play.",2,NA,FALSE,FALSE,Diego Gisbert Llorens,FALSE,148,C,1907,NA,NA,NA,NA
01149,neutral,AW,Use The Force,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,Spot a Blue character to turn a die to any side.,2,"""The Force will be with you, always."" <cite>Obi-Wan Kenobi",FALSE,FALSE,Adam Lane,FALSE,149,S,1908,NA,NA,NA,NA
01150,neutral,AW,It Binds All Things,NA,support,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,"Before you play a Blue upgrade, you may exhaust this support to decrease its cost by 1.",2,NA,FALSE,FALSE,Anthony Devine,FALSE,150,U,1909,NA,NA,NA,NA
01151,neutral,AW,Aim,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,gray,Turn one of your dice to a side showing ranged damage ([ranged]).,2,NA,FALSE,FALSE,Jessica Savard,FALSE,151,S,1910,NA,NA,NA,NA
01152,neutral,AW,All In,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,gray,Resolve any number of your dice in the order of your choice.,2,NA,FALSE,FALSE,Jeff Lee Johnson,FALSE,152,U,1911,NA,NA,NA,NA
01153,neutral,AW,Block,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,gray,Remove all of an opponent's dice showing melee damage.,2,NA,FALSE,FALSE,NA,FALSE,153,C,1912,NA,NA,NA,NA
01154,neutral,AW,Close Quarters Assault,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,gray,Count the number of dice you have showing melee damage ([melee]). Discard that many random cards from an opponent's hand.,2,NA,FALSE,FALSE,Ryan Barger,FALSE,154,S,1913,NA,NA,NA,NA
01155,neutral,AW,Dodge,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,gray,Remove all of an opponent's dice showing ranged damage ([ranged]),2,NA,FALSE,FALSE,Eric Wilkerson,FALSE,155,C,1914,NA,NA,NA,NA
01156,neutral,AW,Flank,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,gray,"Play only if you have more ready characters than an opponent.
Remove one of that opponent's dice.",2,NA,FALSE,FALSE,Adam Schumpert,FALSE,156,U,1915,NA,NA,NA,NA
01157,neutral,AW,Take Cover,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,gray,Give a character 1 shield.,2,NA,FALSE,FALSE,Michael Anthony Gonzales,FALSE,157,C,1916,NA,NA,NA,NA
01158,neutral,AW,Disarm,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,Remove one of your dice showing damage ([melee] or [ranged]) to discard a <i>weapon</i> or <i>equipment</i> from play that costs equal to or less than the value of that die.,2,NA,FALSE,FALSE,Jacob Murray,FALSE,158,C,1917,NA,NA,NA,NA
01159,neutral,AW,Electroshock,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,Spot a Yellow character to remove a die showing a value of 2 or lower.,2,NA,FALSE,FALSE,Richard Hanuschek,FALSE,159,U,1918,NA,NA,NA,NA
01160,neutral,AW,Reversal,NA,event,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,yellow,Spot a Yellow character to remove a die showing damage ([melee] or [ranged]) and deal that damage to a character.,2,NA,FALSE,FALSE,Ryan Barger,FALSE,160,U,1919,NA,NA,NA,NA
01161,neutral,AW,Scramble,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,Spot a Yellow character to reroll all of an opponent's dice.,2,NA,FALSE,FALSE,Ryan Barger,FALSE,161,C,1920,NA,NA,NA,NA
01162,neutral,AW,Unpredictable,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,"Ambush.
Reroll a die (yours or an opponent's).",2,NA,FALSE,FALSE,Kate Laird,FALSE,162,C,1921,NA,NA,NA,NA
01163,neutral,AW,Infamous,NA,support,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"Before you play a Yellow card, you may exhaust this support to give it the Ambush keyword.",2,NA,FALSE,FALSE,Tyler Walpole,FALSE,163,U,1922,NA,NA,NA,NA
01164,neutral,AW,Hunker Down,NA,upgrade,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,"If attached character takes melee damage ([melee]), discard this upgrade.
<b>Action</b> - Exhaust this upgrade to give attached character 1 shield.",2,NA,FALSE,FALSE,Jacob Atienza,FALSE,164,C,1923,ability,NA,NA,NA
01165,neutral,AW,Command Center,Lothal,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Claim</b> - Each opponent discards the top 2 cards of their deck.,1,NA,FALSE,FALSE,Mark Molnar,FALSE,165,U,1800,NA,NA,NA,NA
01166,neutral,AW,Echo Base,Hoth,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Claim</b> - Give a character 1 shield.,1,NA,FALSE,FALSE,Darren Tan,FALSE,166,U,1801,NA,NA,NA,NA
01167,neutral,AW,Emperor's Throne Room,Death Star II,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Claim</b> - Turn one of your dice to a side showing a special ability ([special]). Then you may resolve that die.,1,NA,FALSE,FALSE,Jeff Lee Johnson,FALSE,167,U,1802,NA,NA,NA,NA
01168,neutral,AW,Frozen Wastes,Starkiller Base,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Claim</b> - Remove one character die.,1,NA,FALSE,FALSE,Mark Molnar,FALSE,168,S,1803,NA,NA,NA,NA
01169,neutral,AW,Imperial Armory,Death Star,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,"<b>Claim</b> - Play an upgrade from your hand, decreasing its cost by 1.",1,NA,FALSE,FALSE,James Combridge,FALSE,169,C,1804,NA,NA,NA,NA
01170,neutral,AW,Jedi Temple,Coruscant,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Claim</b> - Look at an opponent's hand and discard up to 2 events of your choice from it.,1,NA,FALSE,FALSE,Christer Wibert,FALSE,170,C,1805,NA,NA,NA,NA
01171,neutral,AW,Rebel War Room,Yavin IV,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,"<b>Claim</b> - Resolve one of your dice. If it has a resource cost, you do not have to pay it.",1,NA,FALSE,FALSE,Mark Molnar,FALSE,171,C,1806,NA,NA,NA,NA
01172,neutral,AW,Mos Eisley Spaceport,Tatooine,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Claim</b> - Return one of your upgrades in play to your hand to gain 1 resource.,1,NA,FALSE,FALSE,Alex Tooth,FALSE,172,C,1807,NA,NA,NA,NA
01173,neutral,AW,Separatist Base,Mustafar,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Claim</b> - Each opponent chooses and deals 1 unblockable damage to one of their characters.,1,NA,FALSE,FALSE,Mark Molnar,FALSE,173,C,1808,NA,NA,NA,NA
01174,neutral,AW,Starship Graveyard,Jakku,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Claim</b> - Choose a support or upgrade in your discard pile and place it on top of your deck.,1,NA,FALSE,FALSE,Mark Molnar,FALSE,174,S,1809,NA,NA,NA,NA
02001,villain,SoR,Death Trooper,NA,character,10,10,NA,10,1RD,1RD,2RD,+2RD,1Dr,-,red,NA,3,"Krennic's personal guard, they defend their commander with extreme prejudice.",TRUE,TRUE,Darren Tan,FALSE,1,R,2200,trooper,NA,NA,NA
02002,villain,SoR,FN-2199,Loyal Trooper,character,10/13,11/14,NA,11,1RD,1MD,2MD1,1Sh,1R,-,red,"After you play a <i>weapon</i> on this character, roll that <i>weapon</i> die, if able. You may immediately resolve it.",1,"""Traitor!""",TRUE,TRUE,Audrey Hotte,TRUE,2,R,2201,trooper,NA,NA,NA
02003,villain,SoR,Director Krennic,Cruel but Brilliant,character,15/19,14/17,NA,12,2RD,1F,2Dr,2Dc,1R,-,red,"After you activate this character, if you control the battlefield, roll a Death Trooper ([SoR]1) die into your pool. Set aside that die after it is resolved or removed.",1,NA,TRUE,TRUE,Darren Tan,TRUE,3,L,2202,leader,NA,NA,NA
02004,villain,SoR,TIE Pilot,NA,character,8,8,NA,7,+1RD,+2RD,+3RD1,1F,1R,-,red,"While this die is in your pool, your other dice showing ranged damage ([ranged]) cannot be removed by an opponent.",3,"""I can't shake him!"" <cite>Biggs Darklighter</cite>",TRUE,TRUE,Nicholas Stohlman,FALSE,4,R,2203,pilot,NA,NA,NA
02005,villain,SoR,E-Web Emplacement,NA,support,NA,NA,3,NA,1RD,1RD1,2RD,2RD1,2Sh,-,red,"While you control the battlefield, the value of each of this die's sides is increased by 1.",2,NA,TRUE,FALSE,Leonid Kozienko,FALSE,5,R,2204,NA,NA,NA,NA
02006,villain,SoR,Imperial Discipline,NA,upgrade,NA,NA,1,NA,+1RD,+1MD,1Sh,1R,+1R,-,red,"Red character only.
<b>Action</b> - Remove this die to turn one of this character's character or upgrade dice to a side showing ranged damage ([ranged]) or a resource ([resource]).",2,NA,TRUE,FALSE,Mariusz Gandzel,FALSE,6,R,2205,ability,NA,NA,NA
02007,villain,SoR,DT-29 Heavy Blaster Pistol,NA,upgrade,NA,NA,2,NA,1RD,+2RD,+2RD,1Sh,Sp,-,red,[special] - Remove an opponent's die showing a resource cost.,2,NA,TRUE,FALSE,Jeff Lee Johnson,FALSE,7,R,2206,weapon,NA,NA,NA
02008,villain,SoR,Z6 Riot Control Baton,NA,upgrade,NA,NA,3,NA,2MD,2MD,3MD1,1R,-,-,red,"Redeploy.
After you roll this die into your pool, you may reroll it.",2,NA,TRUE,FALSE,Jeff Lee Johnson,FALSE,8,L,2207,weapon,NA,NA,NA
